question,answer
"After uninstalling Portal 8.0 only from my WAS environment my subsequent attempts to install Portal 8.0 into that same existing WAS fails.



I installed Portal 8.0.0.1 CF12 with an existing WAS 8.0.0.8 application server and everything was successful. I want to script my install so I uninstalled Portal 8.0.0.1 only and was left with an existing WAS 8.0.0.8...as before. However, when I attempt to reinstall Portal 8.0.0.1 into that same existing WAS 8.0.0.8 to test my scripting I get the following error immediately:

ERROR: The required version 8.0.0.5 or later of WebSphere Application Server has not been detected on this system. Select the WebSphere Application Server Package to install WebSphere Application Server and WebSphere Portal.

IIM shows WAS as installed, so I am not sure what is causing this behavior when it installed fine just a few hours ago.
","Navigate to the AppServer folder and remove the following files (they are regenerated with a reinstall of Portal):

lib/ext/commons-codec-1.3.jar
lib/ext/commons-httpclient-3.0.1.jar
lib/ext/openid4java-full-0.9.5.jar
lib/ext/wp.auth.base.sua_RedirectServletFilter.jar
lib/ext/wp.auth.base.sua_loginmodule.jar
lib/ext/wp.auth.tai.jar
lib/wp.user.connections.jar
lib/wp.wire.jar
plugins/com.ibm.patch.was.plugin.jar
plugins/com.ibm.wp.was.plugin.jar
plugins/wp.ext.jar
properties/jndi.properties"
"What are the mustgather for RDz integrated debugger issues or z/OS Debugger?

What logs could be collected when experiencing a problem with the integrated debugger in Rational Developer for System Z ?
",-
"Table """"."""" could not be found



When doing a table mapping with DB2 as source, selecting a table which contains special characters on column comments like:

COMMENT ON COLUMN .. IS 'Test comment ‘1’ complete';

Mapping fails with following error message: Table . could not be found in the database. ",Reinsert data with codepage conversion enforced by setting the operation system codepage matching to the codepage of data to be inserted
"When I try to deploy an application on a cluster, why is it throwing an ADMA8019E error in the admin console?

The application is being deployed at the cluster scope, but my namespace bindings are defined at the cell scope. The error I'm seeing in the admin console is:

ADMA8019E: The resources that are assigned to the application are beyond the deployment target scope. Resources are within the deployment target scope if they are defined at the cell, node, server, or application level when the deployment target is a server, or at the cell, cluster, or application level when the deployment target is a cluster. Assign resources that are within the deployment target scope of the application or confirm that these resources assignments are correct as specified.

I don't see any actual issue with how the JNDI lookup is occurring once the application is deployed. Should I be concerned about this error?
",-
"Help with Action required for IIB H.E.V9 & WMB H.E. V8 for security vulnerabilities in Red Hat Linux (CVE-2017-12150, CVE-2017-12151, CVE-2017-12163)



I need to understand details regarding Action required for IBM Integration Bus Hypervisor Edition V9.0 and WebSphere Message Broker Hypervisor Edition V8.0 for security vulnerabilities in Red Hat Linux. This is related to CVE-ID:
CVE-2017-12150
CVE-2017-12151
CVE-2017-12163

Where can I find this information?",-
"Help with Action required for IIB H.E. V9 & WMB H.E. V8 for security vulnerabilities in Red Hat Linux



I need to understand details regarding Action required for IBM Integration Bus Hypervisor Edition V9.0 and WebSphere Message Broker Hypervisor Edition V8.0 for security vulnerabilities in Red Hat Linux.

This is related to CVEID:
CVE-2017-14739
CVE-2017-14741
CVE-2017-14989
CVE-2017-15015
CVE-2017-15016
CVE-2017-15017
CVE-2017-15032
CVE-2017-15033

Where can I find this information?",-
"Help with vulnerability have been identified in WebSphere Application Server shipped with WSRR

I need to understand details regarding Multiple vulnerabilities have been identified in WebSphere Application Server shipped with WebSphere Service Registry and Repository (CVE-2017-1583). Where can I find this information? ",-
"DFHAP1203I and DFHSR0601 with 0C1 in EQA10OSM after upgrading to CICS TS 5.2

Why is my CICS region failing during startup with message DFHAP1203I followed by DFHSR0601 after I upgraded to CICS Transaction Server for z/OS (CICS TS) V5.2? A system dump shows an abend 0C1 occurring in the Debug Tool for z/OS module EQA10OSM. 
I receive the following messages:
DFHAP1203I Language Environment is being initialized. 
DFHSR0601 Program interrupt occurred with system task III in control. ",-
"Why does my JVMSERVER remain in a ""BEING DISABLED""  state?

When I try to disable a JVMSERVER it becomes hung and remains in a ""BEING DISABLED"" state. This also occurs when I shut down the CICS region. The CICS region ultimately has to be cancelled. ",-
"Where can I find more details about WMB Fix Pack 8.0.0.5?

Where can find more information about WebSphere Message Broker (WMB) Fix Pack 8.0.0.5?",-
"Hide a page in dotedit step

 I am working on datacap 8.1 version. I have 2 pages in a batch. Page 1 with status as 1, Page 2 with status as 20. Both are of same page type. In verification step (dotedit) I want to hide the page which is with status 20. I have given status 20 in ignored page status in web administrator for verify. But still when I navigate through pages in dotedit batch view the respective panel is loading. I am able to submit the batch even if I have one page in a batch with 20 as status.

Is there any way to delete the page (we have multiple same type of pages in a batch) from dotedit based on the page status? ",The DeleteChildType from the Validations library can be used by running it from the parent of the object to be deleted and specifying the specific child.
"Is MQ or MQ Appliance impacted by Sweet32 Birthday Attack if we are running triple-DES cipher.?

Is MQ or MQ Appliance impacted by Sweet32 Birthday Attack if we are running triple-DES cipher.?","The following versions are affected: 

 * IBM MQ  * Maintenance levels between 8.0.0.0 and 8.0.0.5 
    * 9.0.0.0 only
   
   
 * IBM MQ Appliance  * Maintenance levels between 8.0.0.0 and 8.0.0.5
   
   
 * IBM WebSphere MQ  * Maintenance levels between 7.0.1.0 and 7.0.1.14 
    * Maintenance levels between 7.1.0.0 and 7.1.0.8 
    * Maintenance levels between 7.5.0.0 and 7.5.0.7"
"How do I enable my Applications to show up in the App Health view for the WAS agent?

How do I enable my Applications to show up in the App Health view for the WAS agent?",-
"Help with Action required for IIIB V9 and WMB V8 Hypervisor Editions for security vulnerabilities in Red Hat Linux

I need to understand details regarding Action required for IBM Integration Bus Hypervisor Edition V9.0 and WebSphere Message Broker Hypervisor Edition V8.0 for security vulnerabilities in Red Hat Linux. Where can I find this information? ","IBM Integration Bus Hypervisor Edition V9.0 and WebSphere Message Broker Hypervisor Edition V8.0 ship with versions of Red Hat Enterprise Linux (RHEL) Server that are vulnerable to CVE-2016-8677, CVE-2016-8678 CVE-2016-9298, CVE-2014-9915, CVE-2016-10046, CVE-2016-10047, CVE-2016-10048, CVE-2016-10049, CVE-2016-10050, CVE-2016-10051, CVE-2016-10052, CVE-2016-10053, CVE-2016-10054, CVE-2016-10055, CVE-2016-10056, CVE-2016-10057, CVE-2016-10058, CVE-2016-10059, CVE-2016-10060, CVE-2016-10061, CVE-2016-10062, CVE-2016-10063, CVE-2016-10064, CVE-2016-10065, CVE-2016-10066, CVE-2016-10067, CVE-2016-10068, CVE-2016-10069, CVE-2016-10070, CVE-2016-10071, CVE-2016-10144, CVE-2016-10145, CVE-2016-10146, CVE-2017-5506, CVE-2017-5507, CVE-2017-5508, CVE-2017-5511, CVE-2017-6498, CVE-2017-6499, CVE-2017-6500, CVE-2017-6501, CVE-2017-6502, CVE-2016-10252 and CVE-2017-6497 

IBM Integration Bus Hypervisor Edition V9.0 and WebSphere Message Broker Hypervisor Edition V8.0 ship with Red Hat Enterprise Linux (RHEL) Server 6.2."
"BPM AppTarget startup hangs during startup



During startup of the apptarget, JVM hangs with the following messages

[9/8/14 14:11:01:709 CDT] 0000001f wle W com.lombardisoftware.server.core.GroupCore getAllGroups() CWLND0004W - The system has been waiting for the group replication lock to be released for the last 10 minutes. [9/8/14 14:11:32:810 CDT] 00000022 ThreadMonitor W WSVR0605W: Thread ""server.startup : 0"" (0000001f) has been active for 654582 milliseconds and may be hung. There is/are 1 thread(s) in total in the server that may be hung. at java.lang.Thread.sleep(Native Method) at java.lang.Thread.sleep(Thread.java:896) at com.lombardisoftware.server.core.GroupCore.getAllGroups(GroupCore.java:545) at com.lombardisoftware.server.ejb.security.SecurityCore.listAllGroups(SecurityCore.java:566) at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:60) at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:37) at java.lang.reflect.Method.invoke(Method.java:611) ... [9/8/14 14:21:02:662 CDT] 0000001f wle W com.lombardisoftware.server.core.GroupCore getAllGroups() CWLND0004W - The system has been waiting for the group replication lock to be released for the last 20 minutes. [9/8/14 14:31:03:193 CDT] 0000001f wle W com.lombardisoftware.server.core.GroupCore getAllGroups() CWLND0004W -The system has been waiting for the group replication lock to be released for the last 30 minutes. [9/8/14 14:41:03:749 CDT] 0000001f wle W com.lombardisoftware.server.core.GroupCore getAllGroups() CWLND0004W -The system has been waiting for the group replication lock to be released for the last 40 minutes.","You will edit the wimconfig.xml file directly. However, before you edit the file, make a backup copy of it. Edit the wimconfig.xml file and search forconnectTimeout. Change this value from connectTimeout=""20"" to connectTimeout=""0"" and save the file. 
   
   
   A complete restart of the WebSphere Application Server / IBM Business Process Manager environment is required to make this change take effect."
